,Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS_Screen,Screen_PPI,Cpu_brand,HDD,SSD,Gpu_brand,os
632,Lenovo,Notebook,4,Windows 10,1.8,829.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
633,Lenovo,Notebook,4,Windows 10,2.2,579.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Nvidia,Windows
634,Asus,Notebook,8,Windows 10,2.0,399.0,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
635,Asus,Notebook,8,Windows 10,1.99,906.62,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
636,Dell,Ultrabook,8,Windows 10,1.23,1869.0,TouchScreen,No,276.0535301,Intel Core i5,0,256,Intel,Windows
637,Lenovo,Notebook,2,Windows 10,1.42,249.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1757.42,TouchScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
639,Dell,Notebook,16,Windows 10,2.06,2399.0,TouchScreen,No,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
640,Lenovo,Gaming,8,Windows 10,2.5,1109.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
641,HP,Notebook,8,Windows 10,2.6,520.9,NormalScreen,No,107.9856456,AMD Processor,1000,0,AMD,Windows
642,Lenovo,Ultrabook,16,Windows 10,1.14,2450.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
643,Asus,Gaming,8,No OS,2.5,1169.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
644,Acer,Notebook,4,Windows 10,2.4,450.0,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
645,Lenovo,Notebook,4,Windows 10,1.43,274.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
646,Acer,Ultrabook,8,Windows 10,1.8,919.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
647,Razer,Gaming,16,Windows 10,1.95,2599.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Nvidia,Windows
648,Toshiba,Notebook,8,Windows 10,1.2,1213.0,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
649,Lenovo,Ultrabook,8,Windows 10,1.36,1584.0,NormalScreen,Yes,176.2325736,Intel Core i7,0,256,Intel,Windows
650,Asus,Gaming,32,Windows 10,3.8,2799.0,NormalScreen,Yes,127.3356746,Intel Core i7,0,512,Nvidia,Windows
651,Acer,Gaming,8,Linux,2.4,709.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
652,Dell,Ultrabook,8,Windows 10,1.2,1449.9,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
653,MSI,Gaming,8,Windows 10,2.2,1191.8,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
654,HP,Notebook,4,No OS,1.86,364.9,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Others/No OS/Linux
655,Toshiba,Notebook,8,Windows 10,2.0,1064.0,NormalScreen,Yes,141.2119981,Intel Core i5,500,0,Intel,Windows
656,Dell,Notebook,8,Windows 10,2.2,919.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
657,Dell,Notebook,16,Windows 10,2.2,1135.0,NormalScreen,No,141.2119981,Intel Core i7,2000,256,AMD,Windows
658,Lenovo,Gaming,8,Windows 10,3.31,1196.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
659,Dell,Gaming,32,Windows 10,4.42,3147.37,NormalScreen,Yes,254.6713491,Intel Core i7,1000,512,Nvidia,Windows
660,Dell,Notebook,8,Windows 10,1.56,1229.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
661,Lenovo,Notebook,4,Windows 10,2.2,419.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
662,Lenovo,Notebook,4,Windows 10,2.2,535.0,NormalScreen,No,141.2119981,Intel Core i5,500,0,Intel,Windows
663,HP,Notebook,6,Windows 10,2.04,539.0,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Windows
664,MSI,Gaming,8,Windows 10,2.7,1486.77,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
665,Toshiba,Notebook,4,Windows 10,2.1,498.0,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Windows
666,Dell,Notebook,8,Windows 10,2.06,955.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Windows
667,HP,Notebook,8,Windows 10,2.1,745.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,AMD,Windows
668,Toshiba,Notebook,8,Windows 10,2.0,1258.0,NormalScreen,Yes,141.2119981,Intel Core i5,0,256,Intel,Windows
669,Acer,Notebook,4,Linux,2.1,412.0,NormalScreen,No,100.4546699,Intel Core i3,0,128,Intel,Others/No OS/Linux
670,Microsoft,Ultrabook,8,Windows 10 S,1.252,1867.85,TouchScreen,No,200.8425599,Intel Core i7,0,256,Intel,Windows
671,Lenovo,Notebook,8,Windows 10,1.9,817.95,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
672,Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1034.0,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
673,Lenovo,Notebook,4,Windows 10,2.2,349.0,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
674,HP,2 in 1 Convertible,4,Windows 10,1.63,699.0,TouchScreen,Yes,157.3505121,Intel Core i3,0,128,Nvidia,Windows
675,MSI,Gaming,16,Windows 10,2.4,1294.0,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
676,Asus,Ultrabook,8,Windows 10,1.1,1135.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
677,HP,2 in 1 Convertible,8,Chrome OS,1.4,495.0,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
678,LG,Ultrabook,8,Windows 10,1.09,2299.0,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
679,Acer,Gaming,16,Windows 10,2.5,1299.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
680,MSI,Gaming,8,Windows 10,2.2,997.9,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
681,Asus,Notebook,4,Windows 10,1.86,419.0,NormalScreen,No,100.4546699,Other Intel Processor,0,128,Intel,Windows
682,Dell,Gaming,16,Windows 10,3.21,2051.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
683,HP,Notebook,4,Windows 10,2.5,699.0,NormalScreen,Yes,127.3356746,Intel Core i3,0,256,AMD,Windows
684,Lenovo,2 in 1 Convertible,8,Windows 10,1.19,1499.0,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
685,Dell,Gaming,16,Windows 10,3.49,2813.75,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
686,HP,Notebook,4,Windows 10,1.86,612.61,NormalScreen,No,100.4546699,Intel Core i5,500,0,AMD,Windows
687,Dell,Notebook,4,Windows 10,2.2,545.67,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
688,HP,Notebook,6,Windows 10,2.65,569.0,NormalScreen,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
689,Lenovo,Notebook,4,Windows 10,2.1,318.0,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
690,Acer,Notebook,4,Chrome OS,1.45,375.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
691,Lenovo,Notebook,4,Windows 10,1.7,699.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
692,HP,Workstation,8,Windows 10,3.14,1907.99,NormalScreen,No,127.3356746,Intel Core i7,500,0,Nvidia,Windows
693,Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2590.0,TouchScreen,No,209.8006829,Intel Core i7,0,256,Intel,Windows
694,Toshiba,Notebook,8,Windows 10,1.5,973.0,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
695,Acer,Netbook,4,Windows 10,1.4,269.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
696,Lenovo,2 in 1 Convertible,16,Windows 10,1.38,1749.0,TouchScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
697,Asus,2 in 1 Convertible,4,Chrome OS,1.2,669.0,TouchScreen,No,176.2325736,Other Intel Processor,0,0,Intel,Others/No OS/Linux
698,Toshiba,Ultrabook,16,Windows 10,1.36,1877.0,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
699,HP,Notebook,4,Windows 10,2.1,689.0,NormalScreen,Yes,141.2119981,Intel Core i7,500,0,AMD,Windows
700,Dell,Gaming,8,Windows 10,2.56,819.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
701,Lenovo,Notebook,4,Windows 10,2.2,399.0,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
702,Lenovo,Notebook,8,Windows 10,2.2,429.0,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
703,Lenovo,Notebook,4,Windows 10,2.1,621.45,NormalScreen,No,141.2119981,Intel Core i5,2000,0,Intel,Windows
704,Lenovo,Notebook,4,No OS,1.9,450.0,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Others/No OS/Linux
705,Dell,Notebook,8,Windows 10,2.18,795.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
706,Acer,2 in 1 Convertible,8,Windows 10,1.6,999.0,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
707,Lenovo,Workstation,16,Windows 7,2.18,1855.0,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
708,Lenovo,Notebook,8,Windows 10,1.8,1191.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
709,HP,Notebook,6,Windows 10,2.71,655.01,NormalScreen,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
710,Lenovo,Gaming,8,Windows 10,2.5,1249.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
711,Dell,Notebook,8,Linux,1.64,1089.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
712,Dell,Notebook,8,Linux,1.98,726.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
713,Asus,Notebook,4,Windows 10,1.5,298.0,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
714,Dell,Notebook,16,Windows 10,1.93,1426.66,NormalScreen,No,141.2119981,Intel Core i5,0,512,Intel,Windows
715,Lenovo,Notebook,8,Windows 10,1.87,857.07,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
716,Dell,Notebook,8,Windows 10,1.9,1179.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
717,Lenovo,Notebook,4,Windows 10,2.19,298.0,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
718,Mediacom,Notebook,4,Windows 10,1.4,265.0,NormalScreen,Yes,161.7253908,Other Intel Processor,32,0,Intel,Windows
719,HP,Notebook,8,Windows 10,2.63,1200.0,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
720,Lenovo,Ultrabook,8,Windows 10,1.17,1686.64,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
721,HP,2 in 1 Convertible,8,Windows 10,1.58,836.6,TouchScreen,Yes,117.8265301,Intel Core i5,0,256,Intel,Windows
722,Lenovo,Ultrabook,8,Windows 10,1.32,1499.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
723,Dell,Gaming,32,Windows 10,4.36,3659.4,NormalScreen,No,254.6713491,Intel Core i7,1000,1000,Nvidia,Windows
724,MSI,Gaming,8,Windows 10,2.7,1348.48,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
725,Lenovo,Notebook,4,No OS,1.9,489.9,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Others/No OS/Linux
726,Dell,Notebook,8,Windows 10,2.2,719.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
727,Dell,2 in 1 Convertible,4,Windows 10,1.71,649.0,TouchScreen,No,165.6321181,Intel Core i3,1000,0,Intel,Windows
728,Dell,Notebook,8,Linux,2.32,589.52,NormalScreen,No,100.4546699,Intel Core i5,1000,0,AMD,Others/No OS/Linux
729,HP,Notebook,4,Windows 10,2.1,489.0,NormalScreen,No,141.2119981,AMD Processor,1000,0,AMD,Windows
730,Acer,Gaming,16,Windows 10,4.2,1935.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
731,Dell,Notebook,12,Windows 10,2.25,649.0,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
732,HP,Notebook,6,Windows 10,2.1,650.0,NormalScreen,No,141.2119981,AMD Processor,1000,128,AMD,Windows
733,Acer,Notebook,4,Windows 10,2.4,559.0,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
734,Lenovo,Notebook,8,Windows 10,1.44,960.0,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
735,Lenovo,Notebook,4,Windows 10,1.85,779.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Intel,Windows
736,HP,Workstation,16,Windows 10,2.6,2419.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
737,Dell,2 in 1 Convertible,8,Windows 10,1.55,659.0,TouchScreen,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
738,MSI,Gaming,16,Windows 10,1.8,2094.48,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
739,Acer,Notebook,4,Windows 10,2.4,410.8,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
740,Dell,Notebook,8,Windows 10,2.0,1207.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
741,Dell,Notebook,8,Windows 10,2.0,665.0,NormalScreen,No,100.4546699,Intel Core i3,0,256,Intel,Windows
742,Toshiba,Notebook,8,Windows 10,1.25,1535.0,TouchScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
743,Lenovo,2 in 1 Convertible,8,Windows 10,1.7,999.0,TouchScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
744,Lenovo,Workstation,16,Windows 10,2.5,3299.0,NormalScreen,Yes,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
745,Acer,Notebook,2,Chrome OS,1.68,330.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
746,Samsung,Ultrabook,16,Windows 10,0.81,1649.0,NormalScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
747,HP,Notebook,8,Windows 10,1.86,539.0,NormalScreen,No,141.2119981,Intel Core i3,0,256,Intel,Windows
748,Dell,Notebook,8,Windows 10,1.6,1126.71,NormalScreen,No,111.9352036,Intel Core i5,0,256,Intel,Windows
749,HP,Workstation,16,Windows 7,3.0,4389.0,NormalScreen,Yes,127.3356746,Other Intel Processor,0,256,Nvidia,Windows
750,Lenovo,Netbook,4,Windows 10,1.4,475.0,TouchScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
751,HP,Notebook,8,Windows 10,1.84,1900.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
752,Asus,Notebook,4,No OS,2.45,579.0,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
753,Lenovo,Ultrabook,4,Windows 10,1.7,1096.0,NormalScreen,No,157.3505121,Intel Core i5,0,180,Intel,Windows
754,Asus,Notebook,4,Windows 10,2.37,849.9,NormalScreen,No,100.4546699,Intel Core i7,0,256,Intel,Windows
755,Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1199.0,TouchScreen,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
756,HP,Notebook,8,Windows 10,2.2,1099.0,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
757,HP,Workstation,8,Windows 7,2.59,1561.0,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
758,Dell,Gaming,16,Windows 10,4.42,2868.99,NormalScreen,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
759,Acer,Notebook,4,Windows 10,2.1,599.0,NormalScreen,No,100.4546699,Intel Core i5,0,256,Intel,Windows
760,Lenovo,Gaming,8,Windows 10,2.5,1048.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
761,Dell,Ultrabook,16,Windows 10,1.18,1859.0,NormalScreen,No,176.2325736,Intel Core i7,0,256,Intel,Windows
762,Google,Ultrabook,8,Chrome OS,1.1,1559.0,TouchScreen,No,234.5074,Intel Core i5,0,256,Intel,Others/No OS/Linux
763,Asus,Ultrabook,8,Windows 10,1.2,1129.0,NormalScreen,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
764,Dell,Notebook,4,Windows 10,1.65,849.0,NormalScreen,No,117.8265301,Intel Core i3,500,0,Intel,Windows
765,Acer,Notebook,4,Windows 10,1.6,655.0,NormalScreen,No,117.8265301,Intel Core i5,0,128,Intel,Windows
766,Asus,Notebook,4,Windows 10,2.8,470.34,NormalScreen,No,90.58340172,Other Intel Processor,1000,0,Nvidia,Windows
767,Dell,Gaming,16,Windows 10,2.72,1099.0,TouchScreen,Yes,282.4239962,Intel Core i7,1000,128,Nvidia,Windows
768,Samsung,Ultrabook,8,Windows 10,1.31,1599.0,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
769,Acer,Notebook,4,Linux,2.1,298.0,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
770,Dell,Notebook,16,Windows 10,2.3,1181.27,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
771,Samsung,2 in 1 Convertible,16,Windows 10,1.71,1799.0,TouchScreen,No,146.860478,Intel Core i7,0,256,AMD,Windows
772,Toshiba,Notebook,4,Windows 10,1.75,1020.0,NormalScreen,Yes,111.9352036,Intel Core i5,0,128,Intel,Windows
773,Dell,Gaming,8,Windows 10,2.62,1099.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
774,HP,Ultrabook,4,Windows 10,1.26,1244.0,NormalScreen,No,125.367428,Intel Core i5,0,256,Intel,Windows
775,Asus,2 in 1 Convertible,12,Windows 10,2.3,839.0,TouchScreen,No,141.2119981,Intel Core i7,2000,0,Nvidia,Windows
776,Lenovo,Notebook,16,Windows 7,2.5,2370.0,NormalScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
777,Acer,Notebook,4,Windows 10,1.8,636.0,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
778,Razer,Gaming,16,Windows 10,1.95,2899.0,NormalScreen,No,157.3505121,Intel Core i7,0,512,Nvidia,Windows
779,Asus,Notebook,8,Windows 10,2.0,581.9,NormalScreen,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
780,Dell,Gaming,32,Windows 10,4.42,3588.8,NormalScreen,Yes,127.3356746,Intel Core i7,1000,1000,Nvidia,Windows
781,Asus,Gaming,16,Windows 10,4.3,2350.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
782,Toshiba,Ultrabook,16,Windows 10,1.47,1764.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Nvidia,Windows
783,Lenovo,Notebook,8,No OS,2.2,329.0,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
784,Lenovo,Ultrabook,16,Windows 10,1.7,2299.0,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
785,MSI,Gaming,16,Windows 10,1.6,1891.0,NormalScreen,Yes,157.3505121,Intel Core i7,1000,256,Nvidia,Windows
786,MSI,Gaming,8,Windows 10,2.2,1089.0,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
787,Lenovo,Gaming,4,Windows 10,2.4,999.0,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
788,Acer,Gaming,16,Windows 10,4.2,2299.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
789,Dell,Gaming,8,Windows 10,2.62,985.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
790,Asus,Gaming,8,Windows 10,2.24,1339.0,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
791,Vero,Notebook,4,Windows 10,1.22,202.9,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
792,Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1970.0,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
793,Lenovo,2 in 1 Convertible,8,Windows 10,2.08,959.0,TouchScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
794,Apple,Ultrabook,8,Mac OS X,0.92,1165.0,NormalScreen,Yes,226.4155472,Other Intel Processor,0,0,Intel,Mac
795,Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2330.0,TouchScreen,Yes,209.8006829,Intel Core i5,0,256,Intel,Windows
796,Asus,Notebook,4,Windows 10,1.63,299.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
797,Dell,Notebook,8,Windows 10,1.95,810.0,NormalScreen,No,100.4546699,Intel Core i5,0,128,Intel,Windows
798,Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1349.0,TouchScreen,Yes,158.4825302,Intel Core i7,0,256,Intel,Windows
799,Dell,Notebook,8,Windows 10,2.0,739.0,NormalScreen,No,141.2119981,Intel Core i3,0,256,AMD,Windows
800,HP,Workstation,8,Windows 10,3.14,2064.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
801,Asus,Notebook,8,Windows 10,2.37,1099.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
802,Dell,Ultrabook,8,Windows 10,1.29,1499.0,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
803,Dell,Notebook,8,Windows 10,2.06,1749.0,TouchScreen,No,282.4239962,Intel Core i5,0,256,Nvidia,Windows
804,Dell,Netbook,4,Windows 10,1.63,744.0,NormalScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
805,HP,Netbook,8,Windows 10,1.26,1389.0,NormalScreen,No,125.367428,Intel Core i5,0,256,Intel,Windows
806,Toshiba,Notebook,4,Windows 10,2.1,780.0,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
807,HP,Notebook,8,Windows 10,2.04,629.0,NormalScreen,No,100.4546699,AMD Processor,2000,0,AMD,Windows
808,Dell,Gaming,16,Windows 10,2.62,1679.0,NormalScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
809,Lenovo,Notebook,4,Windows 10,2.4,609.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
810,HP,Gaming,12,Windows 10,3.74,1749.0,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,AMD,Windows
811,MSI,Gaming,16,Windows 10,2.9,2415.0,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
812,Samsung,Ultrabook,8,Windows 10,0.81,1499.0,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
813,Dell,Notebook,8,Windows 10,1.98,961.0,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
814,Dell,Notebook,8,Windows 10,2.18,789.81,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
815,Lenovo,Ultrabook,8,Windows 10,1.32,1859.0,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
816,Razer,Ultrabook,16,Windows 10,1.29,1799.0,TouchScreen,Yes,352.4651472,Intel Core i7,0,512,Intel,Windows
817,HP,Netbook,4,Chrome OS,1.23,385.0,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
818,Dell,Gaming,16,Windows 10,4.36,2505.02,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
819,Dell,Notebook,4,Windows 10,1.76,755.0,NormalScreen,No,111.9352036,Intel Core i5,500,0,Intel,Windows
820,Lenovo,Notebook,4,Windows 10,2.1,489.9,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
821,Toshiba,Ultrabook,4,Windows 10,1.25,1090.0,NormalScreen,No,111.9352036,Intel Core i5,0,128,Intel,Windows
822,Lenovo,Ultrabook,8,Windows 10,1.13,2499.0,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
823,MSI,Gaming,8,Windows 10,2.4,1199.0,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
824,Lenovo,Ultrabook,8,Windows 10,1.13,1875.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,0,Intel,Windows
825,Toshiba,Notebook,4,Windows 10,1.75,499.0,NormalScreen,No,111.9352036,Other Intel Processor,0,128,Intel,Windows
826,Asus,2 in 1 Convertible,8,Windows 10,1.1,1358.0,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
827,Dell,Notebook,4,Windows 10,1.76,585.0,NormalScreen,No,111.9352036,Intel Core i3,500,0,Intel,Windows
828,Acer,Netbook,4,Chrome OS,1.35,355.0,NormalScreen,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
829,Acer,Notebook,8,Windows 10,1.5,619.0,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
830,Razer,Gaming,32,Windows 10,3.49,5499.0,TouchScreen,No,254.6713491,Intel Core i7,0,512,Nvidia,Windows
831,Lenovo,Ultrabook,16,Windows 10,1.1,2099.0,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
832,Asus,Notebook,4,Linux,2.1,519.0,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
833,Lenovo,Notebook,8,Windows 10,1.7,1186.0,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
834,Lenovo,Notebook,8,Windows 10,1.32,1650.0,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
835,Dell,Gaming,16,Windows 10,3.21,2774.63,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
836,Asus,Gaming,16,Windows 10,2.9,2419.0,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
837,Toshiba,Notebook,4,Windows 10,2.0,669.0,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
838,Lenovo,Notebook,4,Chrome OS,1.5,325.0,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
839,Asus,Notebook,8,Windows 10,2.3,590.0,NormalScreen,No,141.2119981,Intel Core i5,128,0,Intel,Windows
840,Asus,Gaming,16,Windows 10,2.73,1799.0,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
841,Dell,Gaming,32,Windows 10,4.42,3072.89,NormalScreen,Yes,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
